NameA,NameB,CmpdA,CmpdB,A#,B#,MCS,MCSAtomCount,MCSS
d8,d12,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,21,37,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.11538461538461539
d12,d8,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,37,21,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.11538461538461539
d8,d13,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,21,30,"[#6&R](-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&@[#6&R]:,-;@[#6&R]",9,0.21428571428571427
d13,d8,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,30,21,"[#6&R](-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&@[#6&R]:,-;@[#6&R]",9,0.21428571428571427
d8,d14,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,21,28,"[#6&R](-&@[#6&R](:,-;@[#6&R]):,-;@[#6&R](:&@[#6&R]:&@[#6&R]:&@[#6&R])-,:;@[#6&R]-,:;@[#6&R])-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1",15,0.4411764705882353
d14,d8,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,28,21,"[#6&R](-&@[#6&R](:,-;@[#6&R]):,-;@[#6&R](:&@[#6&R]:&@[#6&R]:&@[#6&R])-,:;@[#6&R]-,:;@[#6&R])-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1",15,0.4411764705882353
d8,d15,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,21,19,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.17647058823529413
d15,d8,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,19,21,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.17647058823529413
d8,d16,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,21,14,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.20689655172413793
d16,d8,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,14,21,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.20689655172413793
d8,d17,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,21,23,"[#6]1-&@[#6]:,-;@[#6]-&@[#6]-&@[#6]-&@[#6]:,-;@[#6]-&@1",7,0.1891891891891892
d17,d8,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,23,21,"[#6]1-&@[#6]:,-;@[#6]-&@[#6]-&@[#6]-&@[#6]:,-;@[#6]-&@1",7,0.1891891891891892
d8,d18,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,21,43,"[#6&R](-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-,:;@[#6&R]-,:;@[#6&R])-&@[#6&R]:,-;@[#6&R]",11,0.20754716981132076
d18,d8,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,43,21,"[#6&R](-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-,:;@[#6&R]-,:;@[#6&R])-&@[#6&R]:,-;@[#6&R]",11,0.20754716981132076
d8,d19,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,21,34,"[#6&R](-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&@[#6&R]-&@[#6&R])-&@[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1",15,0.375
d19,d8,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,34,21,"[#6&R](-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&@[#6&R]-&@[#6&R])-&@[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1",15,0.375
d8,d20,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,21,16,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.1935483870967742
d20,d8,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,16,21,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.1935483870967742
d9,d9,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,22,22,[#17&!R]-&!@[#6]1:&@[#6]:&@[#6]2:&@[#6](:&@[#6]:&@[#6]:&@1)-&@[#8]-&@[#6]1:&@[#6](-&@[#7]=&@[#6]-&@2-&!@[#7]2-&@[#6]-&@[#6]-&@[#7]-&@[#6]-&@[#6]-&@2):&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,22,1.0
d9,d10,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,CC(N)CC1=CC=CC=C1,22,10,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.23076923076923078
d10,d9,CC(N)CC1=CC=CC=C1,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,10,22,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.23076923076923078
d9,d11,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,22,20,"[#6]1(-,:;@[#6]-,:;@[#6]:&@[#6]-,:;@[#6]:&@[#6]-,:;@1)-&@[#7&R]",7,0.2
d11,d9,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,20,22,"[#6]1(-,:;@[#6]-,:;@[#6]:&@[#6]-,:;@[#6]:&@[#6]-,:;@1)-&@[#7&R]",7,0.2
d9,d12,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,22,37,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.11320754716981132
d12,d9,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,37,22,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.11320754716981132
d9,d13,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,22,30,"[#17&!R]-&!@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R]-,:;@[#6&R]-&!@[#7]1-&@[#6]-&@[#6]-&@[#7]-&@[#6]-&@[#6]-&@1",13,0.3333333333333333
d13,d9,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,30,22,"[#17&!R]-&!@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R]-,:;@[#6&R]-&!@[#7]1-&@[#6]-&@[#6]-&@[#7]-&@[#6]-&@[#6]-&@1",13,0.3333333333333333
d9,d14,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,22,28,[#17&!R]-&!@[#6]1:&@[#6]:&@[#6](:&@[#6](:&@[#6]:&@[#6]:&@1)-&@[#8&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&@[#6&R],15,0.42857142857142855
d14,d9,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,28,22,[#17&!R]-&!@[#6]1:&@[#6]:&@[#6](:&@[#6](:&@[#6]:&@[#6]:&@1)-&@[#8&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&@[#6&R],15,0.42857142857142855
d9,d15,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,22,19,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.17142857142857143
d15,d9,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,19,22,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.17142857142857143
d9,d16,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,22,14,[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#17&!R],7,0.2413793103448276
d16,d9,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,14,22,[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#17&!R],7,0.2413793103448276
d9,d17,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,22,23,"[#6&R](:,-;@[#6&R]:,-;@[#6&R]-&@[#6&R]):,-;@[#6&R]:,-;@[#6&R]:,-;@[#6&R]",7,0.18421052631578946
d17,d9,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,23,22,"[#6&R](:,-;@[#6&R]:,-;@[#6&R]-&@[#6&R]):,-;@[#6&R]:,-;@[#6&R]:,-;@[#6&R]",7,0.18421052631578946
d9,d18,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,22,43,"[#6&R](:,-;@[#6&R]:,-;@[#6&R]:,-;@[#6&R]-&@[#8&R]-&@[#6&R]:,-;@[#6&R]-&@[#7&R]):,-;@[#6&R]",9,0.16071428571428573
d18,d9,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,43,22,"[#6&R](:,-;@[#6&R]:,-;@[#6&R]:,-;@[#6&R]-&@[#8&R]-&@[#6&R]:,-;@[#6&R]-&@[#7&R]):,-;@[#6&R]",9,0.16071428571428573
d9,d19,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,22,34,"[#6]1:&@[#6]:&@[#6](:&@[#6](:&@[#6]:&@[#6]:&@1)-&@[#8&R]-&@[#6&R]:,-;@[#6&R]:,-;@[#6&R]:,-;@[#6&R]:,-;@[#6&R]:,-;@[#6&R]-&@[#7&R])-&@[#6&R]",15,0.36585365853658536
d19,d9,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,34,22,"[#6]1:&@[#6]:&@[#6](:&@[#6](:&@[#6]:&@[#6]:&@1)-&@[#8&R]-&@[#6&R]:,-;@[#6&R]:,-;@[#6&R]:,-;@[#6&R]:,-;@[#6&R]:,-;@[#6&R]-&@[#7&R])-&@[#6&R]",15,0.36585365853658536
d9,d20,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,22,16,[#6]1:&@[#6]:&@[#6](-&!@[#17&!R]):&@[#6]:&@[#6]:&@[#6]:&@1,7,0.22580645161290322
d20,d9,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,16,22,[#6]1:&@[#6]:&@[#6](-&!@[#17&!R]):&@[#6]:&@[#6]:&@[#6]:&@1,7,0.22580645161290322
d10,d10,CC(N)CC1=CC=CC=C1,CC(N)CC1=CC=CC=C1,10,10,[#6&!R]-&!@[#6&!R](-&!@[#7&!R])-&!@[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,10,1.0
d10,d11,CC(N)CC1=CC=CC=C1,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,10,20,"[#6]1:,-;@[#6]:,-;@[#6]:&@[#6]:,-;@[#6]:&@[#6]:,-;@1",6,0.25
d11,d10,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,CC(N)CC1=CC=CC=C1,20,10,"[#6]1:,-;@[#6]:,-;@[#6]:&@[#6]:,-;@[#6]:&@[#6]:,-;@1",6,0.25
d10,d12,CC(N)CC1=CC=CC=C1,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,10,37,[#6&!R]-&!@[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,8,0.20512820512820512
d12,d10,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,CC(N)CC1=CC=CC=C1,37,10,[#6&!R]-&!@[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,8,0.20512820512820512
d10,d13,CC(N)CC1=CC=CC=C1,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,10,30,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.17647058823529413
d13,d10,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,CC(N)CC1=CC=CC=C1,30,10,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.17647058823529413
d10,d14,CC(N)CC1=CC=CC=C1,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,10,28,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.1875
d14,d10,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,CC(N)CC1=CC=CC=C1,28,10,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.1875
d10,d15,CC(N)CC1=CC=CC=C1,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,10,19,[#6&!R]-&!@[#6&!R]-&!@[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,9,0.45
d15,d10,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,CC(N)CC1=CC=CC=C1,19,10,[#6&!R]-&!@[#6&!R]-&!@[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,9,0.45
d10,d16,CC(N)CC1=CC=CC=C1,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,10,14,[#6&!R]-&!@[#6&!R]-&!@[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,9,0.6
d16,d10,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,CC(N)CC1=CC=CC=C1,14,10,[#6&!R]-&!@[#6&!R]-&!@[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,9,0.6
d10,d17,CC(N)CC1=CC=CC=C1,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,10,23,[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.2692307692307692
d17,d10,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,CC(N)CC1=CC=CC=C1,23,10,[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.2692307692307692
d10,d18,CC(N)CC1=CC=CC=C1,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,10,43,"[#6]1:,-;@[#6]:,-;@[#6]:&@[#6]:&@[#6]:,-;@[#6]:,-;@1",6,0.1276595744680851
d18,d10,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,CC(N)CC1=CC=CC=C1,43,10,"[#6]1:,-;@[#6]:,-;@[#6]:&@[#6]:&@[#6]:,-;@[#6]:,-;@1",6,0.1276595744680851
d10,d19,CC(N)CC1=CC=CC=C1,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,10,34,"[#6&!R]-&!@[#6&!R]-&!@[#6&!R]-&!@[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1",9,0.2571428571428571
d19,d10,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,CC(N)CC1=CC=CC=C1,34,10,"[#6&!R]-&!@[#6&!R]-&!@[#6&!R]-&!@[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1",9,0.2571428571428571
d10,d20,CC(N)CC1=CC=CC=C1,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,10,16,[#6&!R]-&!@[#6&!R](-&!@[#7&!R])-&!@[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,10,0.625
d20,d10,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,CC(N)CC1=CC=CC=C1,16,10,[#6&!R]-&!@[#6&!R](-&!@[#7&!R])-&!@[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,10,0.625
d11,d11,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,20,20,[#6]12-&@[#6]-&@[#6]3:&@[#6](-&@[#6]4:&@[#6]-&@1:&@[#6](-&@[#6]-&@[#6]-&@[#7]-&@2-&!@[#6&!R]):&@[#6]:&@[#6]:&@[#6]:&@4):&@[#6](-&!@[#8&!R]):&@[#6](:&@[#6]:&@[#6]:&@3)-&!@[#8&!R],20,1.0
d11,d12,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,20,37,"[#6]1-,:;@[#6]-,:;@[#6]:&@[#6]-,:;@[#6]:&@[#6]-,:;@1",6,0.11764705882352941
d12,d11,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,37,20,"[#6]1-,:;@[#6]-,:;@[#6]:&@[#6]-,:;@[#6]:&@[#6]-,:;@1",6,0.11764705882352941
d11,d13,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,20,30,"[#6]1(-,:;@[#6&R])-&@[#7]-&@[#6]-&@[#6]-&@[#6]:,-;@[#6]-,:;@1:&@[#6&R]-,:;@[#6&R]:&@[#6&R]-&!@[#8&!R]",11,0.28205128205128205
d13,d11,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,30,20,"[#6]1(-,:;@[#6&R])-&@[#7]-&@[#6]-&@[#6]-&@[#6]:,-;@[#6]-,:;@1:&@[#6&R]-,:;@[#6&R]:&@[#6&R]-&!@[#8&!R]",11,0.28205128205128205
d11,d14,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,20,28,[#6&R](-&@[#6&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&@[#7&R](-&@[#6&R]-&@[#6&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#6&!R],18,0.6
d14,d11,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,28,20,[#6&R](-&@[#6&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&@[#7&R](-&@[#6&R]-&@[#6&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#6&!R],18,0.6
d11,d15,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,20,19,[#8&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.21875
d15,d11,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,19,20,[#8&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.21875
d11,d16,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,20,14,"[#6]1:,-;@[#6]:,-;@[#6]:&@[#6]:,-;@[#6]:&@[#6]:,-;@1",6,0.21428571428571427
d16,d11,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,14,20,"[#6]1:,-;@[#6]:,-;@[#6]:&@[#6]:,-;@[#6]:&@[#6]:,-;@1",6,0.21428571428571427
